trade_date,main_net_in
20190102,-5495510.0
20190103,-4001790.0
20190104,4163100.0
20190107,6014190.0
20190108,1241120.0
20190109,4207330.0
20190110,5444770.0
20190111,-10443730.0
20190114,-1162770.0
20190115,6662560.0
20190116,-4502680.0
20190117,-1368590.0
20190118,5747730.0
20190121,-3817820.0
20190122,1936120.0
20190123,1842420.0
20190124,-13950720.0
20190125,-6830570.0
20190128,-3170240.0
20190129,-914890.0
20190130,6138950.0
20190131,-3313540.0
20190201,8047020.0
20190211,9683650.0
20190212,1692690.0
20190213,4748870.0
20190214,10301190.0
20190215,-990310.0
20190218,6156130.0
20190219,6871040.0
20190220,2409490.0
20190221,-1727110.0
20190222,-1413340.0
20190225,-23137960.0
20190226,339910.0
20190227,-21156950.0
20190228,5185090.0
20190301,12021160.0
20190304,-13273480.0
20190305,7241110.0
20190306,-22990280.0
20190307,-22774040.0
20190308,-3489900.0
20190311,32190790.0
20190312,-24831320.0
20190313,-8978460.0
20190314,16092390.0
20190315,1686860.0
20190318,5786950.0
20190319,-10134930.0
20190320,-5810400.0
20190321,-3718080.0
20190322,-22930440.0
20190325,-16176760.0
20190326,-1027590.0
20190327,-8497750.0
20190328,2949490.0
20190329,6703690.0
20190401,24738840.0
20190402,4392370.0
20190403,1332370.0
20190404,3280280.0
20190408,-9808590.0
20190417,-7915010.0
20190418,-1354630.0
20190419,-4927120.0
20190422,-5816430.0
20190423,-5603860.0
20190424,-1729630.0
20190425,2635640.0
20190426,-8327720.0
20190429,5425460.0
20190430,-1158400.0
20190506,-7322530.0
20190507,1063550.0
20190508,-10581340.0
20190509,2816750.0
20190510,11999650.0
20190513,-1206740.0
20190514,3017180.0
20190515,8120690.0
20190516,267110.0
20190517,-14960470.0
20190520,7400120.0
20190521,2441270.0
20190522,373660.0
20190523,-540890.0
20190524,3468690.0
20190527,-2341880.0
20190528,-929140.0
20190529,-4747270.0
20190530,-6398220.0
20190531,2655120.0
20190603,-6715970.0
20190604,1660080.0
20190605,-1056900.0
20190606,-2487710.0
20190610,2401850.0
20190611,-1194520.0
20190612,-5499290.0
20190613,-1185100.0
20190614,-413100.0
20190617,-7023300.0
20190618,-8544860.0
20190619,902050.0
20190620,-1849710.0
20190621,-4346420.0
20190624,4003200.0
20190625,-653570.0
20190626,-3850890.0
20190627,-2424510.0
20190628,124570.0
20190701,-256410.0
20190702,-3269220.0
20190703,9752040.0
20190704,-5049190.0
20190705,-10703180.0
20190708,-6268050.0
20190709,677970.0
20190710,2235720.0
20190711,-11598140.0
20190712,951580.0
20190715,7069370.0
20190716,-1547410.0
20190717,-3090000.0
20190718,-3476370.0
20190719,-11840440.0
20190722,285970.0
20190723,184230.0
20190724,-4324650.0
20190725,-2294390.0
20190726,-7124990.0
20190729,-9407800.0
20190730,-9970680.0
20190731,-5154090.0
20190801,-4665640.0
20190802,-5174820.0
20190805,-6564300.0
20190806,-3664600.0
20190807,506320.0
20190808,-3853700.0
20190809,-1129740.0
20190812,846470.0
20190813,-4341940.0
20190814,-6446560.0
20190815,1357450.0
20190816,6898110.0
20190819,6034360.0
20190820,-7259040.0
20190821,20468990.0
20190822,-12765550.0
20190823,13735790.0
20190826,-4695870.0
20190827,-2676410.0
20190828,6473740.0
20190829,-941390.0
20190830,-13891150.0
20190902,15048210.0
20190903,3030250.0
20190904,-10336790.0
20190905,-9311640.0
20190906,-30049130.0
20190909,-26649210.0
20190910,-13274200.0
20190911,6609770.0
20190912,18361900.0
20190916,6903540.0
20190917,-3313540.0
20190918,-5292820.0
20190919,-10820350.0
20190920,5326260.0
20190923,1603700.0
20190924,963980.0
20190925,-9873490.0
20190926,-10037950.0
20190927,5990310.0
20190930,74240.0
20191008,4856080.0
20191009,-4133430.0
20191010,3740050.0
20191011,2854150.0
20191014,-11116570.0
20191015,-4267390.0
20191016,-46057460.0
20191017,-7568160.0
20191018,-3701660.0
20191021,-2793020.0
20191022,-3397080.0
20191023,-1983210.0
20191024,-9849110.0
20191025,3898530.0
20191028,-7240360.0
20191029,-7111460.0
20191030,-653890.0
20191031,-4470870.0
20191101,-19965700.0
20191104,-2334450.0
20191105,2400910.0
20191106,-790460.0
20191107,1416230.0
20191108,-1934240.0
20191111,-17919310.0
20191112,-23712530.0
20191113,-7644760.0
20191114,-2792310.0
20191115,-1391820.0
20191118,3288610.0
20191119,2551120.0
20191120,1272900.0
20191121,4819630.0
20191122,-2564170.0
20191125,736200.0
20191126,11413470.0
20191127,-1160700.0
20191128,-2342650.0
20191129,-1958100.0
20191202,3655810.0
20191203,-316110.0
20191204,-1629200.0
20191205,7403600.0
20191206,7765660.0
20191209,-19366280.0
20191210,-8949150.0
20191211,-9579400.0
20191212,-2250200.0
20191213,11066900.0
20191216,-1073830.0
20191217,-15804000.0
20191218,-1378800.0
20191219,-14975740.0
20191220,-9487470.0
20191223,-6718150.0
20191224,2986400.0
20191225,3993130.0
20191226,-10270720.0
20191227,-13976860.0
20191230,8735430.0
20191231,4209040.0
20200102,17748330.0
20200103,2333560.0
20200106,5323550.0
20200107,805750.0
20200108,-6367650.0
20200109,10437880.0
20200110,-20663830.0
20200113,-4188430.0
20200114,-5342000.0
20200115,-5357100.0
20200116,-2563760.0
20200117,-1902200.0
20200120,2173740.0
20200121,1002520.0
20200122,2964270.0
20200123,174810.0
20200203,11007190.0
20200204,6196780.0
20200205,4109790.0
20200206,13306470.0
20200207,-19062200.0
20200210,-3444880.0
20200211,-2092790.0
20200212,1766900.0
20200213,-48210970.0
20200214,-15324990.0
20200217,10464160.0
20200218,-16670150.0
20200219,-3419770.0
20200220,9222540.0
20200221,21706080.0
20200224,-4880330.0
20200225,-21223520.0
20200226,-18191160.0
20200227,4824190.0
20200228,-8100890.0
20200302,1465430.0
20200303,-6365610.0
20200304,-16794810.0
20200305,8420480.0
20200306,-8587670.0
20200309,-3858790.0
20200310,-4785220.0
20200311,11373170.0
20200312,-13845370.0
20200313,-8600520.0
20200316,-36470760.0
20200317,-8721580.0
20200318,-4499770.0
20200319,-13993530.0
20200320,5272320.0
20200323,-6484910.0
20200324,9054720.0
20200325,17427760.0
20200326,-18716360.0
20200327,3692480.0
20200330,-6242910.0
20200331,-7482430.0
20200401,2181080.0
20200402,8399260.0
20200403,-5036980.0
20200407,-5143170.0
20200408,536200.0
20200409,-7036370.0
20200410,-2166910.0
20200413,-10482070.0
20200414,13401740.0
20200415,-1041330.0
20200416,14730260.0
20200417,38055150.0
20200420,-57014720.0
20200421,4585930.0
20200422,11718030.0
20200423,-8385630.0
20200424,104290.0
20200427,15271590.0
20200428,15002760.0
20200429,6317710.0
20200430,14617830.0
20200506,-23349490.0
20200507,-486210.0
