trade_date,main_net_in
20190102,-442910.0
20190103,-709960.0
20190104,-230040.0
20190107,-606720.0
20190108,-363520.0
20190109,1162700.0
20190110,-563250.0
20190111,-129570.0
20190114,-112690.0
20190115,509500.0
20190116,-45570.0
20190117,-223050.0
20190118,297790.0
20190121,-29950.0
20190122,-1167990.0
20190123,-999110.0
20190124,77510.0
20190125,-351770.0
20190128,-463210.0
20190129,-523920.0
20190130,144470.0
20190131,-677490.0
20190201,-406000.0
20190211,1610970.0
20190212,-304770.0
20190213,8507220.0
20190214,-6112020.0
20190215,-3255460.0
20190218,984760.0
20190219,-3094980.0
20190220,-1895810.0
20190221,-1005760.0
20190222,820590.0
20190225,3999300.0
20190226,-7551210.0
20190227,2260830.0
20190228,-4563310.0
20190301,-2998930.0
20190304,-1980820.0
20190305,558650.0
20190306,-1796510.0
20190307,-348840.0
20190308,-2663900.0
20190311,-4312480.0
20190312,-4205460.0
20190313,-6331300.0
20190314,-2997820.0
20190315,-537490.0
20190318,-3612170.0
20190319,-514150.0
20190320,-2554290.0
20190321,746540.0
20190322,-2447270.0
20190325,-576970.0
20190326,1836680.0
20190327,483840.0
20190328,-756400.0
20190329,-2034810.0
20190401,737790.0
20190402,-2166920.0
20190403,-1458380.0
20190404,-2265710.0
20190408,-4281320.0
20190409,-1882750.0
20190410,-4167240.0
20190411,-3159580.0
20190412,-1672980.0
20190415,-1471460.0
20190416,-1459180.0
20190417,703860.0
20190418,-1418160.0
20190419,853440.0
20190422,-2429870.0
20190423,-987990.0
20190424,997940.0
20190425,-1301430.0
20190426,-1309800.0
20190429,-2181620.0
20190430,-880980.0
20190506,-906960.0
20190507,-21950.0
20190508,-117150.0
20190509,70600.0
20190510,673510.0
20190513,-985150.0
20190514,-687030.0
20190515,120670.0
20190516,-474340.0
20190517,-862090.0
20190520,-602340.0
20190521,1144300.0
20190522,-1939720.0
20190523,-3254700.0
20190524,-543490.0
20190527,3303750.0
20190528,-2148280.0
20190529,-895890.0
20190530,-650340.0
20190531,660960.0
20190603,-1005400.0
20190604,-3622400.0
20190605,-588620.0
20190606,-74400.0
20190610,108020.0
20190611,1640420.0
20190612,-1399450.0
20190613,-281600.0
20190614,-1695240.0
20190617,-439160.0
20190618,18970.0
20190619,-238940.0
20190620,1401140.0
20190621,-2708660.0
20190624,2414130.0
20190625,-2157480.0
20190626,38200.0
20190627,-1804170.0
20190628,-1700250.0
20190701,2227200.0
20190702,1058300.0
20190703,-1636250.0
20190704,-2318830.0
20190705,-1657410.0
20190708,-1467700.0
20190709,112620.0
20190710,-2003720.0
20190711,-289450.0
20190712,-398100.0
20190715,1824670.0
20190716,-16930.0
20190717,-5230.0
20190718,-374840.0
20190719,74450.0
20190722,-1100920.0
20190723,-306440.0
20190724,-997470.0
20190725,-1145400.0
20190726,-275020.0
20190729,-431990.0
20190730,-222050.0
20190731,-775710.0
20190801,-1248270.0
20190802,-1436850.0
20190805,-2463040.0
20190806,-5905700.0
20190807,-239060.0
20190808,-872830.0
20190809,-1849050.0
20190812,314630.0
20190813,-511170.0
20190814,1390.0
20190815,335740.0
20190816,-300530.0
20190819,376900.0
20190820,-640470.0
20190821,-710330.0
20190822,-725500.0
20190823,-293530.0
20190826,-1071350.0
20190827,5239630.0
20190828,-6263620.0
20190829,709330.0
20190830,690300.0
20190902,72470.0
20190903,-4712670.0
20190904,-2692790.0
20190905,947910.0
20190906,-2702420.0
20190909,3620110.0
20190910,-1199320.0
20190911,-2300.0
20190912,329980.0
20190916,-3688000.0
20190917,-5537180.0
20190918,-3437260.0
20190919,1221750.0
20190920,-721720.0
20190923,-2679480.0
20190924,-866160.0
20190925,-2144170.0
20190926,-3171240.0
20190927,-2160360.0
20190930,595370.0
20191008,-555580.0
20191009,390620.0
20191010,1428580.0
20191011,4451700.0
20191014,-5055010.0
20191015,-6600650.0
20191016,-1705640.0
20191017,-1471990.0
20191018,-392890.0
20191021,1091150.0
20191022,422500.0
20191023,7045860.0
20191024,-8943490.0
20191025,-3634290.0
20191028,5284040.0
20191029,-16357880.0
20191030,-3868120.0
20191031,-2318540.0
20191101,1227910.0
20191104,2665030.0
20191105,11960.0
20191106,-3111280.0
20191107,-109020.0
20191108,3869470.0
20191111,-5820080.0
20191112,-1054810.0
20191113,-1187550.0
20191114,36170.0
20191115,-961110.0
20191118,-491880.0
20191119,1802670.0
20191120,-3606000.0
20191121,-571030.0
20191122,-679120.0
20191125,-1881140.0
20191126,850980.0
20191127,-571740.0
20191128,-1200130.0
20191129,-155170.0
20191202,-368630.0
20191203,-392670.0
20191204,-275680.0
20191205,1715280.0
20191206,-1294940.0
20191209,317170.0
20191210,89830.0
20191211,-898220.0
20191212,104670.0
20191213,4854160.0
20191216,-1195710.0
20191217,-1088370.0
20191218,-2027480.0
20191219,-1313410.0
20191220,-2800410.0
20191223,-2150040.0
20191224,629450.0
20191225,303010.0
20191226,11026860.0
20191227,-9282120.0
20191230,915080.0
20191231,1030700.0
20200102,534240.0
20200103,-4677390.0
20200106,197420.0
20200107,1313790.0
20200108,-2765470.0
20200109,-217730.0
20200110,-1415360.0
20200113,-2613030.0
20200114,-2928440.0
20200115,-1118150.0
20200116,-656170.0
20200117,2233340.0
20200120,-978840.0
20200121,-7034510.0
20200122,-3576200.0
20200123,-1539310.0
20200203,-984260.0
20200204,-3960190.0
20200205,-1031430.0
20200206,-2279050.0
20200207,-103290.0
20200210,-3559040.0
20200211,-2319170.0
20200212,-3060890.0
20200213,6067160.0
20200214,-5980650.0
20200217,-1159730.0
20200218,-2450410.0
20200219,-4493130.0
20200220,-597940.0
20200221,-7588400.0
20200224,-5616220.0
20200225,-14373790.0
20200226,185160.0
20200227,-100748570.0
20200228,-22528590.0
20200302,-37158080.0
20200303,-24268820.0
20200304,-27995140.0
20200305,-5306070.0
20200306,-3340970.0
20200309,-3650900.0
20200310,-7244950.0
20200311,-16894570.0
20200312,-11913920.0
20200313,-2896340.0
20200316,-9251510.0
20200317,-1690890.0
20200318,-7842750.0
20200319,-1177860.0
20200320,-7672310.0
20200323,-11145010.0
20200324,-7874800.0
20200325,-2302810.0
20200326,-6135990.0
20200327,303710.0
20200330,-7045790.0
20200331,-5050990.0
20200401,-4158460.0
20200402,3493040.0
20200403,-5592510.0
20200407,-4204450.0
20200408,2851370.0
20200409,-1958240.0
20200410,-6833180.0
20200413,-5120470.0
20200414,2258300.0
20200415,-6051310.0
20200416,2904780.0
20200417,653000.0
20200420,-2111810.0
20200421,1350600.0
20200422,-5230120.0
20200423,-6298900.0
20200424,-13952270.0
20200427,-5264550.0
20200428,-8164470.0
20200429,-5295930.0
20200430,1092260.0
20200506,-4087450.0
20200507,-5690190.0
20200508,-1049180.0
20200511,-44546760.0
20200512,-20891410.0
20200513,-1111200.0
20200514,-330010.0
20200515,-8025270.0
20200518,-4787970.0
20200519,-447450.0
20200520,6806470.0
20200521,-8632390.0
20200522,-6014730.0
20200525,-4138620.0
20200526,409010.0
20200527,-4733650.0
20200528,-5747300.0
20200529,-1059080.0
20200601,5924490.0
20200602,-6111440.0
20200603,-1975050.0
20200604,-7855590.0
20200605,685690.0
20200608,-5488790.0
20200609,9412660.0
20200610,2667240.0
20200611,658090.0
20200612,-5423140.0
20200615,-12602770.0
20200616,5660560.0
20200617,-4140440.0
20200618,-10715040.0
20200619,-7255800.0
20200622,-3355680.0
20200623,-3968090.0
20200624,-3948550.0
20200629,-20896520.0
20200630,-4649990.0
20200701,-799490.0
20200702,-3028990.0
20200703,-1528540.0
20200706,9021080.0
20200707,-5651310.0
20200708,-3805060.0
20200709,-10982660.0
20200710,-20996000.0
20200713,1483150.0
20200714,-30104480.0
20200715,-18386130.0
20200716,-17680430.0
20200717,-17420990.0
20200720,1188250.0
20200721,1761220.0
20200722,-9153430.0
20200723,-13126550.0
20200724,-8482860.0
20200727,6069240.0
20200728,-5246010.0
20200729,6742910.0
20200730,-6021450.0
20200731,-2301430.0
20200803,5573660.0
20200804,-6443320.0
20200805,-4526070.0
20200806,-8965130.0
20200807,-12861390.0
20200810,-660710.0
20200811,-7851340.0
20200812,-10447960.0
20200813,-1382590.0
20200814,-915510.0
20200817,2717170.0
20200818,-7381620.0
20200819,-7982610.0
20200820,-2640190.0
20200821,-1028630.0
20200824,-685000.0
20200825,-4106390.0
20200826,-10809670.0
20200827,-510950.0
20200828,-2389380.0
20200831,812280.0
20200901,-1908470.0
20200902,-2062120.0
20200903,-5489300.0
20200904,-7364580.0
20200907,-7404400.0
20200908,-608940.0
20200909,-4486400.0
20200910,-2132660.0
20200911,-1199340.0
20200914,-234250.0
20200915,-8941060.0
20200916,-4466070.0
20200917,224490.0
20200918,-2676380.0
20200921,-723150.0
20200922,-1922010.0
20200923,-166680.0
20200924,-11877020.0
20200925,-2120500.0
20200928,-2213710.0
20200929,365930.0
20200930,-5766650.0
20201009,-1834780.0
20201012,5619000.0
20201013,-2877500.0
20201014,-5353580.0
20201015,-2622370.0
20201016,-2004340.0
20201019,-2118070.0
20201020,-1418650.0
20201021,-5960230.0
20201022,-1374440.0
20201023,-966260.0
20201026,-2586510.0
20201027,-3149110.0
20201028,-5057960.0
20201029,-906440.0
20201030,-1113440.0
20201102,-9928330.0
20201103,-2473260.0
20201104,-1217900.0
20201105,1690470.0
20201106,-3962370.0
20201109,-177730.0
20201110,-3504370.0
20201111,-1779970.0
20201112,-7534040.0
20201113,-2374120.0
20201116,-1323040.0
20201117,-3202540.0
20201118,-775810.0
20201119,-3711710.0
20201120,-2424850.0
20201123,-2099620.0
20201124,18250240.0
20201125,-14496870.0
20201126,-8020550.0
20201127,-7648530.0
20201130,-968040.0
20201201,-592410.0
20201202,-4970070.0
20201203,-4418440.0
20201204,3721690.0
20201207,-7172420.0
20201208,-3728130.0
20201209,-4585400.0
20201210,91650.0
20201211,8879400.0
20201214,3098630.0
20201215,-6560510.0
20201216,-6257220.0
20201217,2351100.0
20201218,-11354350.0
20201221,-3496370.0
20201222,-14488510.0
20201223,-701160.0
20201224,-6381230.0
20201225,-2144490.0
20201228,-1164700.0
20201229,3850090.0
20201230,-2582600.0
20201231,1090840.0
20210104,-4254060.0
20210105,-7020840.0
20210106,5052270.0
20210107,-11947280.0
20210108,43962570.0
20210111,-22413330.0
20210112,-7346740.0
20210113,4431390.0
20210114,-14431600.0
20210115,-9765940.0
20210118,-8298100.0
20210119,-20697750.0
20210120,-6510600.0
20210121,14548380.0
20210122,-2283380.0
20210125,5480430.0
20210126,-7097310.0
20210127,8449150.0
20210128,-10750260.0
20210129,-16401380.0
20210201,-2998330.0
20210202,-3339620.0
20210203,-9568760.0
20210204,-3779360.0
20210205,-2866080.0
20210208,684770.0
20210209,1677460.0
20210210,3518100.0
20210218,-4800780.0
20210219,1124360.0
20210222,-8680960.0
20210223,-9813320.0
20210224,-160060.0
