trade_date,main_net_in,buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,buy_sm_vol,sell_sm_vol,buy_md_vol,sell_md_vol,buy_lg_vol,sell_lg_vol,buy_elg_vol,sell_elg_vol
20190102,-1338620.0,12297770.0,8280500.0,14678940.0,17357580.0,10853980.0,10586470.0,2227740.0,3833870.0,77871000.0,52333000.0,92903000.0,109817000.0,68638000.0,66993000.0,14046000.0,24315000.0
20190103,-5166610.0,13895310.0,9131060.0,14091790.0,13689440.0,8475550.0,11610200.0,1138370.0,3170330.0,88135000.0,57775000.0,89300000.0,86647000.0,53592000.0,73563000.0,7178000.0,20222000.0
20190104,10456060.0,11543290.0,18071770.0,17527130.0,21454710.0,17703270.0,13796520.0,9384510.0,2835200.0,73054000.0,113761000.0,110676000.0,135268000.0,111619000.0,87164000.0,58636000.0,17792000.0
20190107,-44040.0,14122780.0,14589310.0,19996720.0,19486150.0,15614520.0,21297980.0,9100780.0,3461360.0,86400000.0,89034000.0,122310000.0,119013000.0,95337000.0,130158000.0,55356000.0,21199000.0
20190108,-3325100.0,11291840.0,7662330.0,12743090.0,13047510.0,9291650.0,11398640.0,2144830.0,3362940.0,69268000.0,46963000.0,78151000.0,79979000.0,56976000.0,69898000.0,13143000.0,20698000.0
20190109,2902730.0,11094940.0,13293700.0,16292250.0,16996210.0,16603850.0,15707590.0,6357360.0,4350890.0,67552000.0,80767000.0,99115000.0,103385000.0,101011000.0,95585000.0,38507000.0,26449000.0
20190110,-5489620.0,12647500.0,7409230.0,13199790.0,12948430.0,11052330.0,12575370.0,2382310.0,6348890.0,78051000.0,45555000.0,81364000.0,79745000.0,68028000.0,77556000.0,14670000.0,39257000.0
20190111,-696200.0,10615840.0,7565470.0,13109370.0,15463540.0,9482050.0,11683000.0,3055750.0,1551000.0,65999000.0,46913000.0,81400000.0,96036000.0,58858000.0,72481000.0,18858000.0,9684000.0
20190114,-6102600.0,10838470.0,4993540.0,10522530.0,10264850.0,5513690.0,8936450.0,496400.0,3176240.0,68217000.0,31416000.0,66197000.0,64570000.0,34698000.0,56246000.0,3133000.0,20014000.0
20190115,9330070.0,8529750.0,16021910.0,15524060.0,17361960.0,14497360.0,12996470.0,10682850.0,2853670.0,53096000.0,99341000.0,96496000.0,107714000.0,89938000.0,80749000.0,65992000.0,17719000.0
20190116,-446560.0,23924410.0,22865770.0,31554540.0,32166610.0,26996270.0,27597800.0,10347230.0,10192260.0,142288000.0,135822000.0,187589000.0,191181000.0,160367000.0,164012000.0,61057000.0,60287000.0
20190117,-4405710.0,13076310.0,9245080.0,15338470.0,14764000.0,10628440.0,11893670.0,1642560.0,4783040.0,79487000.0,56152000.0,93193000.0,89654000.0,64563000.0,72312000.0,9954000.0,29080000.0
20190118,-1043620.0,10578240.0,9420330.0,13431370.0,13545660.0,9807690.0,10933740.0,2439940.0,2357510.0,64927000.0,57689000.0,82318000.0,83034000.0,60031000.0,67002000.0,14933000.0,14485000.0
20190121,4883130.0,10642070.0,14435700.0,17764760.0,18854280.0,16487490.0,12926910.0,4265990.0,2943440.0,64046000.0,86636000.0,106804000.0,113283000.0,98998000.0,77774000.0,25525000.0,17680000.0
20190122,-4720310.0,9735880.0,6710800.0,13154950.0,11459710.0,8368580.0,10778380.0,3039120.0,5349630.0,59140000.0,40692000.0,79820000.0,69527000.0,50822000.0,65514000.0,18490000.0,32540000.0
