trade_date,main_net_in
20200828,32918640.0
20200831,4377400.0
20200901,3546190.0
20200902,6825310.0
20200903,-1005400.0
20200904,745450.0
20200907,3936770.0
20200908,-3281840.0
20200909,-260490.0
20200910,-449690.0
20200911,-60020.0
20200914,-713010.0
20200915,-133550.0
20200916,26800.0
20200917,-104810.0
20200918,-1271910.0
20200921,-724030.0
20200922,-178000.0
20200923,-575290.0
20200924,-88680.0
20200925,-1118380.0
20200928,-486120.0
20200929,46500.0
20200930,-35100.0
20201009,-302050.0
20201012,-363610.0
20201013,-16630.0
20201014,-261060.0
20201015,841250.0
20201016,-1088550.0
20201019,-882090.0
20201020,48170.0
20201021,19420.0
20201022,-7150.0
20201023,330480.0
20201026,-5210.0
20201027,-28660.0
20201028,645840.0
20201029,-552990.0
20201030,-477250.0
20201102,-875840.0
20201103,-1223900.0
20201104,-612710.0
20201105,-811170.0
20201106,-142960.0
20201109,-794410.0
20201110,-580710.0
20201111,-76070.0
20201112,-514950.0
20201113,452250.0
20201116,1262130.0
20201117,280.0
20201118,-867130.0
20201119,-972190.0
20201120,-349810.0
20201123,254360.0
20201124,139460.0
20201125,-618400.0
20201126,216860.0
20201127,-720160.0
20201130,-841580.0
20201201,1455650.0
20201202,-766390.0
20201203,-21970.0
20201204,702170.0
20201207,1381510.0
20201208,-309820.0
20201209,-1066970.0
20201210,-603450.0
20201211,-1076790.0
20201214,-496380.0
20201215,-105570.0
20201216,-681500.0
20201217,-339450.0
20201218,-1194450.0
20201221,-539780.0
20201222,281330.0
20201223,-311200.0
20201224,-2253590.0
20201225,1011870.0
20201228,-2828490.0
20201229,-3008140.0
20201230,-1104780.0
20201231,-123660.0
20210104,-763470.0
20210105,-1708470.0
20210106,-70040.0
20210107,-1187990.0
20210108,-2011250.0
20210111,-1127280.0
20210112,-1232450.0
20210113,-1048060.0
20210114,-841110.0
20210115,-149420.0
20210118,11130.0
20210119,-1216000.0
20210120,149820.0
20210121,-1465680.0
20210122,-362440.0
20210125,-1218630.0
20210126,-736700.0
20210127,129650.0
20210128,-47980.0
20210129,-806670.0
20210201,189070.0
20210202,457950.0
20210203,-1032820.0
20210204,-335480.0
20210205,196270.0
20210208,-876530.0
20210209,-2283970.0
20210210,-182220.0
20210218,-218660.0
20210219,-747340.0
20210222,-1782210.0
20210223,-1476500.0
20210224,1149960.0
20210225,-422540.0
20210226,171890.0
20210301,1762240.0
20210302,-1239350.0
20210303,-948370.0
20210304,-21780.0
20210305,-140680.0
20210308,-320060.0
20210309,-1484210.0
20210310,-179230.0
20210311,-118150.0
20210312,35540.0
20210315,-181140.0
20210316,98030.0
20210317,-934710.0
20210318,-1087090.0
20210319,-841230.0
20210322,-687920.0
20210323,210760.0
20210324,132090.0
20210325,-2701850.0
20210326,-3382900.0
20210329,451080.0
20210330,1428000.0
20210331,-491940.0
20210401,-411370.0
20210402,-1115340.0
20210406,747300.0
20210407,86660.0
20210408,64040.0
20210409,458840.0
20210412,-120350.0
20210413,-151850.0
20210414,-346490.0
20210415,299330.0
20210416,-193820.0
20210419,286580.0
20210420,-157240.0
20210421,-874580.0
20210422,174030.0
20210423,1541620.0
20210426,616570.0
20210427,-190930.0
20210428,666150.0
20210429,-173630.0
20210430,-884970.0
20210506,716760.0
20210507,-374270.0
20210510,-450420.0
20210511,-947770.0
20210512,-159380.0
20210513,409640.0
20210514,-280780.0
20210517,-830620.0
20210518,-64930.0
20210519,58510.0
20210520,-169180.0
20210521,512840.0
20210524,1313290.0
20210525,601270.0
20210526,254710.0
20210527,161200.0
20210528,-122140.0
20210531,1012040.0
20210601,602380.0
20210602,-2223160.0
20210603,-1015760.0
20210604,659270.0
20210607,-866710.0
20210608,29560.0
20210609,-264210.0
20210610,286340.0
20210611,-389780.0
20210615,-876120.0
20210616,101240.0
20210617,-285000.0
20210618,-219300.0
20210621,-499620.0
20210622,-65930.0
20210623,502310.0
20210624,-58910.0
20210625,-174490.0
20210628,-1361470.0
20210629,320170.0
20210630,-1540900.0
20210701,723690.0
20210702,452510.0
20210705,182620.0
20210706,-1400330.0
20210707,-412430.0
20210708,536680.0
20210709,266260.0
20210712,1051450.0
20210713,-51990.0
20210714,135380.0
20210715,22570.0
20210716,753290.0
20210719,113710.0
20210720,-346750.0
20210721,-441300.0
20210722,92180.0
20210723,272870.0
20210726,1652690.0
20210727,-231220.0
20210728,-1075590.0
20210729,-218830.0
20210730,472590.0
20210802,915450.0
20210803,871080.0
20210804,-552800.0
20210805,-131670.0
20210806,-39930.0
20210809,-38330.0
20210810,1097720.0
20210811,-173570.0
20210812,-184020.0
20210813,-881210.0
20210816,-479930.0
20210817,-344440.0
20210818,-1237690.0
20210819,547620.0
20210820,-3571790.0
20210823,-315350.0
20210824,-2829560.0
20210825,-233540.0
20210826,1340480.0
20210827,-2030990.0
20210830,287820.0
20210831,-2600200.0
20210901,-2406140.0
20210902,2791250.0
20210903,1705850.0
20210906,2054160.0
20210907,292010.0
20210908,-75730.0
20210909,-2564860.0
20210910,-209590.0
20210913,-1949190.0
20210914,-442760.0
20210915,-337150.0
20210916,417350.0
20210917,339700.0
20210922,125140.0
20210923,453080.0
20210924,-2000550.0
20210927,-4698480.0
20210928,864550.0
20210929,209970.0
20210930,-948500.0
20211008,-232530.0
20211011,-544410.0
20211012,836190.0
20211013,919540.0
20211014,542480.0
20211015,552530.0
20211018,1508910.0
20211019,621790.0
20211020,600720.0
20211021,350020.0
20211022,-692150.0
20211025,-564150.0
20211026,18870.0
20211027,607640.0
20211028,789560.0
20211029,2137060.0
20211101,-62290.0
20211102,454340.0
20211103,1289860.0
20211104,-618110.0
20211105,-787840.0
20211108,-551800.0
20211109,-350510.0
20211110,-875760.0
20211111,-274030.0
20211112,-1008970.0
20211115,-254990.0
20211116,-894060.0
20211117,343010.0
20211118,709880.0
20211119,-1430260.0
20211122,954240.0
20211123,-1015430.0
20211124,-1488420.0
20211125,-832550.0
20211126,-1092140.0
20211129,-1134270.0
20211130,-264270.0
20211201,-1521770.0
20211202,-1191590.0
20211203,-291450.0
20211206,-370530.0
20211207,-111030.0
20211208,753980.0
20211209,922650.0
20211210,-2664870.0
20211213,-38780.0
20211214,-673980.0
20211215,-363870.0
20211216,-267430.0
20211217,-649640.0
20211220,-974670.0
20211221,204100.0
20211222,-626950.0
20211223,-335190.0
20211224,129910.0
20211227,269120.0
20211228,86860.0
20211229,695270.0
20211230,153660.0
20211231,81180.0
20220104,-976140.0
20220105,290570.0
20220106,262470.0
20220107,-37330.0
20220110,-99270.0
20220111,-140790.0
20220112,2364160.0
20220113,-530520.0
20220114,-119380.0
20220117,840220.0
20220118,744790.0
20220119,-190030.0
20220120,654340.0
20220121,204890.0
20220124,757830.0
20220125,546560.0
20220126,677750.0
20220127,-204580.0
20220128,344110.0
20220207,720580.0
20220208,758740.0
20220209,439350.0
20220210,-510860.0
20220211,-119600.0
