trade_date,main_net_in
20190102,-238510.0
20190103,175500.0
20190104,3001730.0
20190107,746360.0
20190108,216670.0
20190109,-859020.0
20190110,27360.0
20190111,-255680.0
20190114,-438100.0
20190115,4218750.0
20190116,-771860.0
20190117,-3018460.0
20190118,-573700.0
20190121,-978080.0
20190122,-872360.0
20190123,-132280.0
20190124,-38080.0
20190125,336150.0
20190128,749650.0
20190129,-1916790.0
20190130,-1117920.0
20190131,-519820.0
20190201,1814570.0
20190211,345810.0
20190212,2190680.0
20190213,2155690.0
20190214,3645070.0
20190215,602290.0
20190218,3800400.0
20190219,-2348200.0
20190220,-1363570.0
20190221,-3179220.0
20190222,6878080.0
20190225,310800.0
20190226,-2785820.0
20190227,-2631070.0
20190228,-3995050.0
20190301,-2220510.0
20190304,2120700.0
20190305,16085210.0
20190306,-15933120.0
20190307,-456570.0
20190308,-7818940.0
20190311,-331370.0
20190312,1692670.0
20190313,-3332630.0
20190314,10890800.0
20190315,-2979470.0
20190318,-7899190.0
20190319,2444660.0
20190320,30753750.0
20190321,-36477630.0
20190322,-14571960.0
20190325,-3166550.0
20190326,-6849850.0
20190327,-5942560.0
20190328,-4076340.0
20190329,277610.0
20190401,829480.0
20190402,-19396260.0
20190403,-380980.0
20190404,-1025230.0
20190408,-1250550.0
20190409,-5402500.0
20190410,-7361720.0
20190411,-3736120.0
20190412,-5351830.0
20190415,-6706080.0
20190416,-1146340.0
20190417,-3226480.0
20190418,673610.0
20190419,4817840.0
20190422,-3759280.0
20190423,375030.0
20190424,5568620.0
20190425,-2609670.0
20190426,-626950.0
20190429,-11297780.0
20190430,-9688890.0
20190506,-7417270.0
20190507,-4950290.0
20190508,-1909650.0
20190509,-1452920.0
20190510,2835710.0
20190513,-2547450.0
20190514,305540.0
20190515,234130.0
20190516,2227820.0
20190517,-6227810.0
20190520,-2700070.0
20190521,387380.0
20190522,-1256000.0
20190523,-1716120.0
20190524,-1713400.0
20190527,1225950.0
20190528,-245830.0
20190529,-2745730.0
20190530,-1205820.0
20190531,74310.0
20190603,-2015650.0
20190604,-1184290.0
20190605,-1885480.0
20190606,-1917540.0
20190610,-1365050.0
20190611,1081690.0
20190612,-2426150.0
20190613,-1245760.0
20190614,-2163010.0
20190617,-392470.0
20190618,1428530.0
20190619,713740.0
20190620,1568760.0
20190621,-1464000.0
20190624,-1271900.0
20190625,-2037150.0
20190626,304930.0
20190627,244920.0
20190628,-2536560.0
20190701,3407920.0
20190702,729140.0
20190703,-2181180.0
20190704,-436990.0
20190705,-904970.0
20190708,-1375360.0
20190709,-787770.0
