trade_date,main_net_in,buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,buy_sm_vol,sell_sm_vol,buy_md_vol,sell_md_vol,buy_lg_vol,sell_lg_vol,buy_elg_vol,sell_elg_vol
20190102,-107670.0,1530450.0,1062590.0,898220.0,1258410.0,357230.0,574560.0,109660.0,0.0,17482000.0,12141000.0,10259000.0,14367000.0,4069000.0,6551000.0,1250000.0,0.0
20190103,-3720.0,1626330.0,1640460.0,1956450.0,1938610.0,1095090.0,1089240.0,0.0,9570.0,18048000.0,18172000.0,21672000.0,21491000.0,12110000.0,12062000.0,0.0,105000.0
20190104,390230.0,1618350.0,1511270.0,1827580.0,2324890.0,1236070.0,735890.0,0.0,109950.0,17754000.0,16542000.0,19992000.0,25452000.0,13509000.0,8060000.0,0.0,1200000.0
20190107,-20770.0,1819020.0,2183010.0,2785000.0,2400240.0,1563700.0,1690360.0,105890.0,0.0,19264000.0,23021000.0,29357000.0,25329000.0,16498000.0,17872000.0,1103000.0,0.0
20190108,-1032920.0,2114380.0,1125520.0,2020120.0,1976070.0,734140.0,1016150.0,0.0,750910.0,22316000.0,11860000.0,21351000.0,20831000.0,7755000.0,10747000.0,0.0,7984000.0
20190109,-111330.0,1139940.0,1362510.0,2044330.0,1710430.0,412980.0,524310.0,0.0,0.0,12018000.0,14342000.0,21516000.0,18008000.0,4342000.0,5526000.0,0.0,0.0
20190110,-302830.0,1141830.0,973850.0,1597770.0,1462930.0,388260.0,555770.0,0.0,135320.0,12084000.0,10291000.0,16890000.0,15469000.0,4114000.0,5886000.0,0.0,1441000.0
20190111,-11850.0,954020.0,1169060.0,1883860.0,1656970.0,346450.0,602970.0,244670.0,0.0,10114000.0,12379000.0,19922000.0,17536000.0,3680000.0,6382000.0,2580000.0,0.0
20190114,-193300.0,1218090.0,1097130.0,1928270.0,1855920.0,419570.0,612870.0,0.0,0.0,12778000.0,11492000.0,20196000.0,19453000.0,4398000.0,6427000.0,0.0,0.0
20190115,-195390.0,1243280.0,1329340.0,1965870.0,1684410.0,572080.0,767470.0,0.0,0.0,13018000.0,13925000.0,20554000.0,17599000.0,5980000.0,8028000.0,0.0,0.0
20190116,-647080.0,2400490.0,1382870.0,2339980.0,2710530.0,673000.0,1320080.0,0.0,0.0,24629000.0,14157000.0,23961000.0,27787000.0,6872000.0,13519000.0,0.0,0.0
20190117,-122310.0,1539560.0,1030510.0,1101400.0,1488140.0,256350.0,378660.0,0.0,0.0,15867000.0,10618000.0,11351000.0,15330000.0,2634000.0,3905000.0,0.0,0.0
20190118,-67200.0,1218800.0,1053160.0,1167490.0,1265940.0,371490.0,438690.0,0.0,0.0,12656000.0,10928000.0,12122000.0,13144000.0,3850000.0,4556000.0,0.0,0.0
20190121,-352610.0,1083090.0,952000.0,1341670.0,1120160.0,273940.0,620680.0,0.0,5870.0,11156000.0,9802000.0,13834000.0,11536000.0,2820000.0,6412000.0,0.0,60000.0
20190122,-336210.0,1377510.0,1064700.0,1116470.0,1093060.0,245670.0,461230.0,0.0,120650.0,14275000.0,11027000.0,11581000.0,11329000.0,2533000.0,4768000.0,0.0,1265000.0
20190123,-152830.0,1257330.0,943790.0,1084500.0,1245220.0,249970.0,402800.0,0.0,0.0,13035000.0,9772000.0,11220000.0,12891000.0,2579000.0,4171000.0,0.0,0.0
20190124,-17840.0,980350.0,1049810.0,1221990.0,1134680.0,454180.0,472020.0,0.0,0.0,10023000.0,10727000.0,12480000.0,11587000.0,4636000.0,4825000.0,0.0,0.0
20190125,427680.0,1483520.0,1366560.0,1312640.0,1857280.0,932670.0,559060.0,54070.0,0.0,15020000.0,13822000.0,13281000.0,18787000.0,9424000.0,5659000.0,544000.0,0.0
20190128,-204310.0,1556650.0,1104410.0,1118890.0,1366830.0,434640.0,638950.0,0.0,0.0,15890000.0,11253000.0,11418000.0,13947000.0,4429000.0,6538000.0,0.0,0.0
20190129,-154000.0,1364410.0,1238620.0,1170590.0,1142390.0,246040.0,409430.0,9390.0,0.0,14198000.0,12873000.0,12194000.0,11891000.0,2556000.0,4281000.0,97000.0,0.0
20190130,-535250.0,1337570.0,1252340.0,1360380.0,910370.0,231290.0,766540.0,0.0,0.0,13949000.0,13030000.0,14185000.0,9514000.0,2410000.0,7999000.0,0.0,0.0
20190131,-100970.0,1925390.0,1723870.0,1705580.0,1806140.0,569810.0,670780.0,0.0,0.0,20154000.0,18042000.0,17855000.0,18910000.0,5988000.0,7045000.0,0.0,0.0
20190201,483990.0,1295410.0,1789050.0,1358000.0,1348350.0,1491490.0,1007500.0,0.0,0.0,13557000.0,18715000.0,14188000.0,14043000.0,15535000.0,10521000.0,0.0,0.0
20190211,98820.0,1230930.0,1769730.0,2256200.0,1816210.0,1008130.0,909310.0,0.0,0.0,12553000.0,18020000.0,22974000.0,18467000.0,10253000.0,9293000.0,0.0,0.0
20190212,140020.0,1589340.0,2355060.0,2812290.0,2186600.0,1765990.0,1603530.0,104350.0,126790.0,15909000.0,23539000.0,28104000.0,21839000.0,17611000.0,16025000.0,1046000.0,1267000.0
