trade_date,main_net_in,buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,buy_sm_vol,sell_sm_vol,buy_md_vol,sell_md_vol,buy_lg_vol,sell_lg_vol,buy_elg_vol,sell_elg_vol
20190102,-277640.0,9287840.0,9806800.0,12942410.0,12145810.0,9442450.0,8650740.0,953230.0,2022580.0,12512000.0,13200000.0,17427000.0,16353000.0,12717000.0,11655000.0,1285000.0,2733000.0
20190103,-204540.0,6382270.0,7240060.0,14969460.0,13907130.0,9707390.0,7641380.0,2165490.0,4436040.0,8644000.0,9792000.0,20257000.0,18812000.0,13125000.0,10342000.0,2925000.0,6004000.0
20190104,12538210.0,9605130.0,17074470.0,15935110.0,21003970.0,26789930.0,16533170.0,7879820.0,5598370.0,12618000.0,22431000.0,20969000.0,27609000.0,35173000.0,21707000.0,10293000.0,7307000.0
20190107,-3264510.0,11408200.0,9328140.0,16366350.0,15181910.0,14425770.0,15940010.0,3857400.0,5607670.0,14794000.0,12080000.0,21215000.0,19669000.0,18694000.0,20657000.0,4992000.0,7289000.0
20190108,6044260.0,10810840.0,16871300.0,22944410.0,22928220.0,25896300.0,19338650.0,7759200.0,8272590.0,13768000.0,21446000.0,29205000.0,29165000.0,32942000.0,24604000.0,9834000.0,10536000.0
20190109,-11766290.0,19205080.0,14390750.0,30548100.0,23596130.0,36744480.0,39672020.0,8764740.0,17603490.0,25035000.0,18644000.0,39704000.0,30636000.0,47605000.0,51502000.0,11456000.0,23018000.0
20190110,-10138110.0,15400250.0,13215170.0,26640820.0,18687790.0,20608140.0,27178800.0,1836610.0,5404060.0,20070000.0,17172000.0,34661000.0,24345000.0,26817000.0,35368000.0,2395000.0,7058000.0
20190111,-3039970.0,15220080.0,9069840.0,15478080.0,18588350.0,12104920.0,14876780.0,3567020.0,3835130.0,20155000.0,12009000.0,20486000.0,24611000.0,16012000.0,19672000.0,4714000.0,5075000.0
20190114,1291700.0,8520840.0,11178880.0,12668640.0,11302300.0,12696970.0,10655700.0,2764140.0,3513710.0,11303000.0,14776000.0,16763000.0,14949000.0,16778000.0,14104000.0,3644000.0,4659000.0
20190115,7329830.0,9378680.0,13801840.0,12091490.0,14998160.0,18463940.0,12708700.0,4897600.0,3323010.0,12344000.0,18074000.0,15881000.0,19653000.0,24126000.0,16649000.0,6385000.0,4361000.0
20190116,-1156490.0,6217540.0,4658500.0,7114610.0,7517170.0,6188950.0,6438550.0,253880.0,1160770.0,8094000.0,6061000.0,9259000.0,9784000.0,8055000.0,8382000.0,330000.0,1512000.0
20190117,1417040.0,6162540.0,8346540.0,10797720.0,10030760.0,9426160.0,8496860.0,2285730.0,1797990.0,8003000.0,10826000.0,14006000.0,13014000.0,12216000.0,11022000.0,2963000.0,2326000.0
20190118,-8843320.0,15580520.0,9113680.0,16820640.0,14444160.0,12102350.0,17104270.0,4376180.0,8217580.0,20739000.0,12114000.0,22386000.0,19193000.0,16094000.0,22774000.0,5820000.0,10958000.0
20190121,-3356920.0,13379890.0,12208630.0,13350490.0,11164830.0,10744610.0,9341180.0,1737930.0,6498280.0,17884000.0,16292000.0,17842000.0,14918000.0,14358000.0,12485000.0,2323000.0,8711000.0
20190122,-1890930.0,11096770.0,6965610.0,11709850.0,13950080.0,7979090.0,8102780.0,1058280.0,2825520.0,14856000.0,9305000.0,15661000.0,18658000.0,10659000.0,10840000.0,1413000.0,3786000.0
20190123,5320380.0,7402610.0,10045000.0,11688240.0,14366230.0,14326330.0,9571380.0,3291690.0,2726260.0,9862000.0,13356000.0,15551000.0,19125000.0,19051000.0,12734000.0,4383000.0,3633000.0
20190124,-1251290.0,6633870.0,6111640.0,10907930.0,10178880.0,10096810.0,10141720.0,991870.0,2198250.0,8808000.0,8104000.0,14472000.0,13500000.0,13390000.0,13462000.0,1314000.0,2918000.0
20190125,14309410.0,13007580.0,20830440.0,19030620.0,25517170.0,23597510.0,20406200.0,15107440.0,3989340.0,16766000.0,26864000.0,24553000.0,32896000.0,30417000.0,26302000.0,19454000.0,5128000.0
20190128,-6987360.0,11538130.0,6955000.0,12254930.0,9850690.0,8620050.0,13527220.0,3174810.0,5255000.0,15013000.0,9046000.0,15947000.0,12809000.0,11213000.0,17592000.0,4116000.0,6842000.0
20190129,-821650.0,9966000.0,10720860.0,14321550.0,12745040.0,13092570.0,12076760.0,2157290.0,3994750.0,13234000.0,14168000.0,18936000.0,16863000.0,17347000.0,16014000.0,2845000.0,5319000.0
20190130,5468980.0,11198160.0,11833610.0,13914040.0,18747570.0,20884780.0,17591000.0,12346020.0,10170820.0,14838000.0,15558000.0,18434000.0,24732000.0,27561000.0,23260000.0,16245000.0,13529000.0
20190131,3472180.0,7698010.0,9435760.0,10871120.0,12605560.0,12688620.0,9963530.0,2703620.0,1956530.0,10023000.0,12247000.0,14141000.0,16380000.0,16459000.0,12951000.0,3505000.0,2550000.0
20190201,9598490.0,7010330.0,12934930.0,12574590.0,16248490.0,17879440.0,14935720.0,10883630.0,4228860.0,9031000.0,16604000.0,16164000.0,20875000.0,22996000.0,19208000.0,13953000.0,5457000.0
20190211,4154190.0,9338730.0,13899940.0,27286160.0,26879140.0,24245030.0,21314430.0,6201030.0,4977440.0,11632000.0,17295000.0,33936000.0,33422000.0,30150000.0,26511000.0,7715000.0,6205000.0
20190212,-371070.0,7003430.0,6177420.0,16736220.0,17191170.0,14361680.0,14586680.0,2163420.0,2309490.0,8681000.0,7648000.0,20744000.0,21295000.0,17788000.0,18081000.0,2678000.0,2868000.0
20190213,267280.0,10270790.0,11005490.0,25589000.0,25121590.0,22796520.0,22398780.0,6104770.0,6235230.0,12509000.0,13383000.0,31136000.0,30540000.0,27692000.0,27234000.0,7433000.0,7615000.0
20190214,12290410.0,15348590.0,16049760.0,32661650.0,44250900.0,43718320.0,34778340.0,16758720.0,13408290.0,18020000.0,18851000.0,38374000.0,51977000.0,51251000.0,40749000.0,19588000.0,15657000.0
20190215,-10634040.0,19897550.0,9061510.0,31354490.0,31556490.0,27779030.0,33242270.0,9048850.0,14219650.0,23785000.0,10794000.0,37448000.0,37664000.0,33155000.0,39701000.0,10766000.0,16994000.0
20190218,274050.0,12373570.0,10734990.0,24884900.0,26797520.0,24545890.0,22927340.0,11727450.0,13071950.0,14783000.0,12798000.0,29730000.0,31975000.0,29307000.0,27370000.0,13968000.0,15645000.0
20190219,-16989910.0,17306210.0,7986830.0,29289270.0,21618730.0,24618870.0,32981270.0,6994240.0,15621750.0,20866000.0,9604000.0,35286000.0,26032000.0,29657000.0,39791000.0,8449000.0,18831000.0
20190220,2631460.0,8570370.0,10064060.0,18717780.0,19855560.0,17969040.0,16652120.0,5417870.0,4103330.0,10280000.0,12044000.0,22426000.0,23778000.0,21499000.0,19925000.0,6469000.0,4928000.0
20190221,6764080.0,10282910.0,10996060.0,21391410.0,27442330.0,25858130.0,24285620.0,11554600.0,6363030.0,12274000.0,13092000.0,25512000.0,32680000.0,30757000.0,28936000.0,13745000.0,7580000.0
20190222,-2047730.0,10900070.0,10859080.0,26205370.0,24198620.0,29151450.0,23956090.0,8961400.0,16204490.0,13004000.0,12914000.0,31222000.0,28813000.0,34729000.0,28563000.0,10646000.0,19310000.0
20190225,9364250.0,17449760.0,21711490.0,41850910.0,46953440.0,49788940.0,46793360.0,28944990.0,22576320.0,19457000.0,24214000.0,46691000.0,52360000.0,55689000.0,52267000.0,32277000.0,25272000.0
20190226,-13032270.0,17927520.0,10698020.0,36977620.0,31174860.0,34584150.0,42751190.0,11431770.0,16297000.0,20132000.0,11998000.0,41501000.0,34989000.0,38804000.0,47975000.0,12804000.0,18281000.0
20190227,-10801220.0,15729190.0,9218340.0,29902510.0,25612160.0,24095900.0,29216430.0,9797470.0,15478160.0,18043000.0,10537000.0,34251000.0,29268000.0,27543000.0,33467000.0,11201000.0,17766000.0
20190228,2763530.0,11588900.0,12413610.0,22616110.0,24554930.0,22376410.0,23260560.0,7208200.0,3560520.0,13157000.0,14086000.0,25678000.0,27869000.0,25404000.0,26411000.0,8161000.0,4033000.0
20190301,3351880.0,12136550.0,12723420.0,26116120.0,28881130.0,37424420.0,34149720.0,11719240.0,11642060.0,13389000.0,13993000.0,28798000.0,31803000.0,41167000.0,37628000.0,12839000.0,12769000.0
20190304,3915250.0,18962160.0,18512860.0,42589160.0,46953710.0,42468350.0,44498140.0,26590520.0,20645480.0,20403000.0,19886000.0,45779000.0,50521000.0,45634000.0,47814000.0,28553000.0,22150000.0
20190305,3406080.0,12177920.0,15578400.0,28623650.0,28629250.0,27002150.0,26982900.0,11495840.0,8109010.0,13242000.0,16918000.0,31104000.0,31097000.0,29323000.0,29324000.0,12486000.0,8817000.0
20190306,-4952550.0,20327130.0,14813800.0,36136940.0,36697730.0,30777260.0,29664920.0,7708740.0,13773630.0,22342000.0,16262000.0,39697000.0,40301000.0,33849000.0,32596000.0,8440000.0,15170000.0
20190307,-18804400.0,25601710.0,14014510.0,46749700.0,39532500.0,40147280.0,48914510.0,8581530.0,18618700.0,28967000.0,15859000.0,52893000.0,44759000.0,45498000.0,55401000.0,9713000.0,21053000.0
20190308,-8655100.0,18913900.0,13323220.0,34766810.0,31702380.0,28967480.0,38018450.0,12546250.0,12150380.0,22019000.0,15434000.0,40441000.0,36807000.0,33630000.0,44285000.0,14606000.0,14171000.0
20190311,3941980.0,13966730.0,14693580.0,29574870.0,32790000.0,30898260.0,24316440.0,6869750.0,9509590.0,16096000.0,16888000.0,34050000.0,37707000.0,35514000.0,27974000.0,7887000.0,10978000.0
20190312,7438380.0,19649930.0,21912800.0,43060540.0,48236050.0,46066980.0,50931880.0,26420140.0,14116860.0,21551000.0,23910000.0,47112000.0,52688000.0,50253000.0,55615000.0,28711000.0,15414000.0
20190313,-4030620.0,14278260.0,9769130.0,25985680.0,26464210.0,22481050.0,25808100.0,4692760.0,5396330.0,16053000.0,10976000.0,29212000.0,29716000.0,25256000.0,29023000.0,5256000.0,6062000.0
20190314,3332430.0,10001740.0,11526780.0,24055700.0,25863090.0,24711540.0,21970650.0,12322340.0,11730800.0,11254000.0,12937000.0,27037000.0,29022000.0,27705000.0,24659000.0,13830000.0,13208000.0
20190315,-2520480.0,11942530.0,10265500.0,24665720.0,23822270.0,25413730.0,24736630.0,8683450.0,11881030.0,13234000.0,11359000.0,27315000.0,26359000.0,28086000.0,27368000.0,9580000.0,13129000.0
20190318,-4222480.0,11978680.0,8968120.0,23063860.0,21851940.0,21057870.0,21124480.0,8506390.0,12662260.0,13492000.0,10095000.0,25971000.0,24612000.0,23707000.0,23780000.0,9587000.0,14270000.0
20190319,-3436750.0,12663410.0,10157650.0,24577800.0,23646810.0,18144620.0,19970250.0,5721770.0,7332890.0,14159000.0,11310000.0,27447000.0,26378000.0,20221000.0,22285000.0,6343000.0,8197000.0
20190320,-14854050.0,16958950.0,8954140.0,29287450.0,22438200.0,20103140.0,27724490.0,10125350.0,17358050.0,19548000.0,10308000.0,33751000.0,25842000.0,23151000.0,31933000.0,11691000.0,20058000.0
20190321,-8791870.0,14098560.0,10135460.0,27883720.0,23054940.0,22279050.0,25854880.0,6472990.0,11689030.0,16246000.0,11635000.0,32097000.0,26502000.0,25599000.0,29745000.0,7418000.0,13478000.0
20190322,-6643890.0,11762360.0,7242720.0,20935040.0,18810800.0,14185820.0,18181250.0,4952760.0,7601220.0,13671000.0,8402000.0,24320000.0,21841000.0,16468000.0,21118000.0,5731000.0,8829000.0
20190325,1514220.0,18849210.0,18923860.0,42669930.0,44109490.0,39154000.0,40781210.0,15161750.0,12020320.0,21167000.0,21224000.0,47893000.0,49485000.0,43895000.0,45722000.0,16952000.0,13476000.0
20190326,-13612130.0,19778360.0,9570680.0,36064930.0,32660480.0,22851950.0,24038470.0,4940830.0,17366440.0,22978000.0,11120000.0,41907000.0,37972000.0,26570000.0,27929000.0,5743000.0,20177000.0
20190327,-12237650.0,16380650.0,9975310.0,30086210.0,24253890.0,23873200.0,30100860.0,9218970.0,15228960.0,19555000.0,11878000.0,35932000.0,28896000.0,28474000.0,35916000.0,10960000.0,18230000.0
20190328,-6573440.0,12779280.0,9824090.0,21666210.0,18047960.0,13624610.0,17059730.0,719640.0,3857960.0,15344000.0,11772000.0,26006000.0,21650000.0,16355000.0,20499000.0,866000.0,4651000.0
20190329,1787500.0,9549760.0,12046990.0,22900380.0,22190650.0,20351950.0,20095650.0,7083360.0,5552160.0,11381000.0,14317000.0,27268000.0,26388000.0,24190000.0,23922000.0,8403000.0,6614000.0
20190401,-310080.0,12508120.0,13869980.0,29242680.0,27570750.0,25851680.0,27549470.0,11813210.0,10425500.0,14569000.0,16115000.0,34045000.0,32074000.0,30073000.0,32071000.0,13705000.0,12131000.0
20190402,-10833640.0,16972620.0,10530240.0,33969960.0,29578710.0,27522760.0,28051820.0,8530660.0,18835240.0,19981000.0,12400000.0,39997000.0,34814000.0,32396000.0,33006000.0,10040000.0,22194000.0
20190403,-1322750.0,11444220.0,9729590.0,21968370.0,22360250.0,22019210.0,19486740.0,5150050.0,9005270.0,13579000.0,11534000.0,26064000.0,26511000.0,26099000.0,23113000.0,6098000.0,10682000.0
20190404,-3472620.0,10091040.0,7146400.0,20723190.0,20195220.0,18994730.0,21680100.0,6642780.0,7430030.0,11948000.0,8455000.0,24528000.0,23894000.0,22466000.0,25650000.0,7855000.0,8797000.0
20190408,-18621720.0,18419900.0,9209140.0,39716000.0,30305040.0,26538360.0,33802820.0,9431770.0,20789030.0,22272000.0,11135000.0,48066000.0,36644000.0,32075000.0,40824000.0,11357000.0,25166000.0
20190409,-8635270.0,14527140.0,12247830.0,35807340.0,29451380.0,31633600.0,39322390.0,18391900.0,19338380.0,17298000.0,14560000.0,42619000.0,35028000.0,37626000.0,46788000.0,21879000.0,23047000.0
20190410,-6829340.0,16181630.0,11027200.0,33565530.0,31890600.0,28216110.0,26364150.0,11064480.0,19745780.0,19703000.0,13417000.0,40870000.0,38822000.0,34356000.0,32105000.0,13479000.0,24065000.0
20190411,-20824340.0,14732530.0,6301770.0,34260290.0,21866710.0,18562010.0,34482450.0,5292020.0,10195920.0,18118000.0,7737000.0,42118000.0,26867000.0,22804000.0,42422000.0,6497000.0,12512000.0
20190412,1366200.0,8438310.0,9084910.0,18353810.0,19073410.0,16152330.0,16403180.0,5658390.0,4041340.0,10308000.0,11090000.0,22418000.0,23292000.0,19725000.0,20035000.0,6906000.0,4940000.0
20190415,-4735600.0,10062460.0,6376050.0,18528260.0,17479060.0,14503510.0,17649970.0,6011060.0,7600200.0,12310000.0,7787000.0,22639000.0,21344000.0,17687000.0,21549000.0,7315000.0,9271000.0
20190416,589990.0,7638730.0,9480430.0,19193530.0,17941830.0,14837400.0,16132920.0,4815440.0,2929930.0,9409000.0,11652000.0,23638000.0,22060000.0,18240000.0,19865000.0,5900000.0,3609000.0
20190417,27292790.0,16632150.0,27518050.0,48934510.0,65341390.0,51030680.0,57446230.0,54293480.0,20585140.0,19467000.0,32195000.0,57255000.0,76442000.0,59737000.0,67217000.0,63481000.0,24086000.0
20190418,-7722050.0,12291540.0,8103150.0,22326590.0,18792930.0,17311160.0,19854270.0,8219450.0,13398390.0,14454000.0,9522000.0,26243000.0,22084000.0,20328000.0,23324000.0,9593000.0,15688000.0
20190419,-12520150.0,11761680.0,5678270.0,21663370.0,15226650.0,15525140.0,18569860.0,3537230.0,13012660.0,14106000.0,6804000.0,25980000.0,18252000.0,18628000.0,22277000.0,4254000.0,15635000.0
