trade_date,main_net_in
20190102,44970.0
20190103,334960.0
20190104,-75660.0
20190107,-131890.0
20190108,-65000.0
20190109,-74480.0
20190110,568310.0
20190111,-158240.0
20190114,-793020.0
20190115,-20780.0
20190116,32530.0
20190117,-202490.0
20190118,-300500.0
20190121,-45120.0
20190122,409660.0
20190123,-457610.0
20190124,-24060.0
20190125,-174460.0
20190128,-204350.0
20190129,11360.0
20190130,417540.0
20190131,-245650.0
20190201,-708720.0
20190211,-2375100.0
20190212,-1317470.0
20190213,-2435150.0
20190214,-465580.0
20190215,-27380.0
20190218,-33570.0
20190219,-2264770.0
20190220,-81920.0
20190221,-200820.0
20190222,-1223550.0
20190225,1167770.0
20190226,-1620150.0
20190227,506270.0
20190228,70960.0
20190301,-402210.0
20190304,2124400.0
20190305,1662420.0
20190306,-2363400.0
20190307,539590.0
20190308,1012620.0
20190311,-1925210.0
20190312,225460.0
20190313,-1017580.0
20190314,138680.0
20190315,-71490.0
20190318,1059250.0
20190319,-231250.0
20190320,-510300.0
20190321,546200.0
20190322,-911080.0
20190325,258630.0
20190326,-779190.0
20190327,-311370.0
20190328,69150.0
20190329,653460.0
20190401,1005820.0
20190402,70950.0
20190403,-557720.0
20190404,-522220.0
20190408,-621600.0
20190409,-935730.0
20190410,-1499380.0
20190411,-175800.0
20190412,-551200.0
20190415,110140.0
20190416,651590.0
20190417,-238690.0
20190418,-475070.0
20190419,335170.0
20190422,919600.0
20190423,-168330.0
20190424,50540.0
20190425,-444910.0
20190426,30750.0
20190429,918390.0
20190430,103940.0
20190506,-807980.0
20190507,446690.0
20190508,-247770.0
20190509,96000.0
20190510,421270.0
20190513,30190.0
20190514,-386300.0
20190515,-914250.0
20190516,-497370.0
20190517,-726870.0
20190520,-132370.0
20190521,-277750.0
20190522,137070.0
20190523,-581240.0
20190524,-66670.0
20190527,859260.0
20190528,-43480.0
20190529,-1503550.0
20190530,-347110.0
20190531,142990.0
20190603,-171970.0
20190604,-214890.0
20190605,-2237280.0
20190606,-455290.0
20190610,-329070.0
20190611,139100.0
20190612,-273910.0
20190613,-22410.0
20190614,256160.0
20190617,-238540.0
20190618,4830.0
20190619,-389450.0
20190620,137410.0
20190621,390870.0
20190624,-278340.0
20190625,-208460.0
20190626,-97210.0
20190627,550850.0
20190628,577410.0
20190701,297970.0
20190702,-933470.0
20190703,126200.0
20190704,-206720.0
20190705,434200.0
20190708,-1048220.0
20190709,-262180.0
20190710,-612640.0
20190711,-653300.0
20190712,-534370.0
20190715,-167670.0
20190716,-231480.0
20190717,68220.0
20190718,-285120.0
20190719,887520.0
20190722,-416760.0
20190723,-4700.0
20190724,173060.0
20190725,79120.0
20190726,-784080.0
20190729,-189860.0
20190730,101000.0
20190731,-263970.0
20190801,-62910.0
20190802,-14690.0
20190805,-506430.0
20190806,122240.0
20190807,274230.0
20190808,186820.0
20190809,36390.0
20190812,227480.0
20190813,222560.0
20190814,-126220.0
20190815,186960.0
20190816,305500.0
20190819,-118070.0
20190820,-293800.0
20190821,807410.0
20190822,-28170.0
20190823,626320.0
20190826,-94400.0
20190827,-620740.0
20190828,-115190.0
20190829,1320900.0
20190830,1271160.0
20190902,-744240.0
20190903,67010.0
20190904,244920.0
20190905,1473180.0
20190906,-373860.0
20190909,2537940.0
20190910,2696560.0
20190911,-2303850.0
20190912,-2099430.0
20190916,-622960.0
20190917,-101090.0
20190918,77030.0
20190919,-37600.0
20190920,430330.0
20190923,-42450.0
20190924,1624440.0
20190925,-932080.0
20190926,-2678090.0
20190927,-670400.0
20190930,35270.0
20191008,-2356980.0
20191009,-370290.0
20191010,-207590.0
20191011,858370.0
20191014,-21470.0
20191015,-1123540.0
20191016,-785530.0
20191017,-515320.0
20191018,-2790100.0
20191021,-1287990.0
20191022,-3944080.0
20191023,1180.0
20191024,-197420.0
20191025,-1108190.0
20191028,-487030.0
20191029,-24810.0
20191030,431270.0
20191031,-473380.0
20191101,-360620.0
20191104,-259950.0
20191105,-266460.0
20191106,-50450.0
20191107,-7390.0
20191108,241000.0
20191111,-389720.0
20191112,91520.0
20191113,424250.0
20191114,-467720.0
20191115,-404010.0
20191118,-147470.0
20191119,34420.0
20191120,-233520.0
20191121,-1049930.0
20191122,-891960.0
20191125,-1107120.0
20191126,215710.0
20191127,254140.0
20191128,-97020.0
20191129,-114620.0
20191202,-267990.0
20191203,-644330.0
20191204,-324300.0
20191205,-139590.0
20191206,-450890.0
20191209,-1259970.0
20191210,-629000.0
20191211,-499260.0
20191212,-363660.0
20191213,-715290.0
20191216,7590.0
20191217,-298760.0
20191218,-139170.0
20191219,-219900.0
20191220,-315020.0
20191223,-180110.0
20191224,-488760.0
20191225,-762120.0
20191226,-332010.0
20191227,-1422740.0
20191230,-366730.0
20191231,286880.0
20200102,1834640.0
20200103,5761810.0
20200106,3158200.0
20200107,-1282470.0
20200108,-1682200.0
20200109,-437850.0
20200110,-264500.0
20200113,-719150.0
20200114,-390520.0
20200115,-899680.0
20200116,-1425410.0
20200117,-2140980.0
20200120,2175340.0
20200121,-411540.0
20200122,-1360910.0
20200123,-2481330.0
20200203,-171880.0
20200204,-3517470.0
20200205,-122030.0
20200206,-3977890.0
20200207,-1362660.0
20200210,1062520.0
20200211,211960.0
20200212,-162180.0
20200213,-897410.0
20200214,-867450.0
20200217,-1351580.0
20200218,227360.0
20200219,-4139040.0
20200220,1493260.0
20200221,1974490.0
20200224,603440.0
20200225,-5762710.0
20200226,-2052120.0
20200227,-387840.0
20200228,-2667660.0
20200302,-1156880.0
20200303,-2075650.0
20200304,-3384100.0
20200305,1187610.0
20200306,-64770.0
20200309,-1254500.0
20200310,200110.0
20200311,-849210.0
20200312,-1900570.0
20200313,-202880.0
20200316,-993320.0
20200317,-1662640.0
20200318,48810.0
20200319,239520.0
20200320,-277900.0
20200323,-1179600.0
20200324,575110.0
20200325,790000.0
20200326,-168660.0
20200327,203930.0
20200330,-721450.0
20200331,-269340.0
20200401,9760.0
20200402,1331370.0
20200403,-887100.0
20200407,-594460.0
20200408,-97590.0
20200409,-108620.0
20200410,-1411920.0
20200413,-626940.0
20200414,125140.0
20200415,-59890.0
20200416,-187850.0
20200417,-281020.0
20200420,90410.0
20200421,-505610.0
20200422,-340800.0
20200423,361230.0
20200424,-222180.0
20200427,287130.0
20200428,-43890.0
20200429,1093990.0
20200430,-738060.0
20200506,-37040.0
20200507,-2157460.0
20200508,-140500.0
20200511,-541740.0
20200512,-1080120.0
20200513,-308090.0
20200514,-615480.0
20200515,-234600.0
20200518,-2112590.0
20200519,132330.0
20200520,218300.0
20200521,-917740.0
20200522,-1057950.0
20200525,-288550.0
20200526,178070.0
20200527,-299090.0
20200528,-1507750.0
20200529,-535180.0
20200601,-911640.0
20200602,-211120.0
20200603,-718030.0
20200604,-1080660.0
20200605,-676320.0
20200608,-2295900.0
20200609,-871460.0
20200610,-1929180.0
20200611,-1539400.0
20200612,224590.0
20200615,-643150.0
20200616,26680.0
20200617,-1862570.0
20200618,-887060.0
20200619,-420970.0
20200622,-2491350.0
20200623,-1052090.0
20200624,-2598550.0
20200629,-1730100.0
20200630,-1288380.0
20200701,-2983850.0
20200702,988300.0
20200703,-725960.0
20200706,1905270.0
20200707,724890.0
20200708,111840.0
20200709,-227490.0
20200710,-2267370.0
20200713,-904110.0
20200714,-1673820.0
20200715,-2372460.0
20200716,2090720.0
20200717,-2304990.0
20200720,-131070.0
20200721,-1391390.0
20200722,2759540.0
20200723,-532840.0
20200724,4773850.0
20200727,-2425150.0
20200728,-1564780.0
20200729,-824610.0
20200730,122430.0
20200731,-2390860.0
20200803,1466680.0
20200804,-1292820.0
20200805,553090.0
20200806,2893730.0
20200807,1043810.0
20200810,889320.0
20200811,-3155910.0
20200812,5100340.0
20200813,3488630.0
20200814,-2037250.0
20200817,2333110.0
20200818,1203870.0
20200819,-1047350.0
20200820,-4362710.0
20200821,-871160.0
20200824,223350.0
20200825,-2369970.0
20200826,-6722990.0
20200827,-1785830.0
20200828,36480.0
20200831,-1370490.0
20200901,1857680.0
20200902,-356320.0
20200903,-1247500.0
20200904,-1060710.0
20200907,-1506840.0
20200908,-455960.0
20200909,866820.0
20200910,540020.0
20200911,-374460.0
20200914,603040.0
20200915,1020460.0
20200916,107310.0
20200917,1704460.0
20200918,5965200.0
20200921,3731300.0
20200922,2961390.0
20200923,1706280.0
20200924,1515460.0
20200925,1167030.0
20200928,734550.0
20200929,1899970.0
20200930,49460.0
20201009,861050.0
20201012,604970.0
20201013,-954850.0
20201014,-1081920.0
20201015,-2984800.0
20201016,-2457210.0
20201019,730730.0
20201020,-430530.0
20201021,914340.0
20201022,928280.0
20201023,-268970.0
20201026,401920.0
20201027,1576930.0
20201028,-204080.0
20201029,1636640.0
20201030,-692190.0
20201102,-1247680.0
20201103,-2845590.0
20201104,-1080940.0
20201105,-49090.0
20201106,179310.0
20201109,2627250.0
20201110,-1561430.0
20201111,388780.0
20201112,310170.0
20201113,-528560.0
20201116,712370.0
20201117,-2547840.0
20201118,-1460980.0
20201119,-1055790.0
20201120,-7327410.0
20201123,-3150970.0
20201124,-2484760.0
20201125,459510.0
20201126,298160.0
20201127,442140.0
20201130,624770.0
20201201,2163540.0
20201202,-1323360.0
20201203,920670.0
20201204,470390.0
20201207,-3950790.0
20201208,-5304720.0
20201209,-81850.0
20201210,-84550.0
20201211,-392400.0
20201214,3278120.0
20201215,-2662480.0
20201216,-849610.0
20201217,627710.0
20201218,3388560.0
20201221,454060.0
20201222,-3017220.0
20201223,711340.0
20201224,99180.0
20201225,1748260.0
20201228,143340.0
20201229,-2872380.0
20201230,-652360.0
20201231,839970.0
20210104,5383540.0
20210105,-876840.0
20210106,-1348460.0
20210107,-1117670.0
20210108,-1899430.0
20210111,-4519850.0
20210112,6195190.0
20210113,-75570.0
20210114,-1117300.0
20210115,953260.0
20210118,2533570.0
20210119,-3592240.0
20210120,-1192480.0
20210121,6629770.0
20210122,-439660.0
20210125,1054580.0
20210126,-5844700.0
20210127,-1397720.0
20210128,-43590.0
20210129,-852920.0
20210201,1020900.0
20210202,-2506980.0
20210203,-2505390.0
20210204,73590.0
20210205,-868020.0
20210208,-774220.0
20210209,1782370.0
20210210,5295360.0
20210218,518740.0
20210219,664060.0
20210222,398510.0
20210223,-1479030.0
20210224,371320.0
20210225,94810.0
20210226,-15130.0
20210301,-1078760.0
20210302,17840.0
20210303,-815970.0
20210304,680710.0
20210305,307580.0
20210308,-332500.0
20210309,668600.0
20210310,-42870.0
20210311,-284030.0
20210312,-255340.0
20210315,1265010.0
20210316,694830.0
20210317,646630.0
20210318,2797060.0
20210319,3925060.0
20210322,191350.0
20210323,1303100.0
20210324,1106380.0
20210325,-326150.0
20210326,-822460.0
20210329,1593270.0
20210330,407950.0
20210331,693420.0
20210401,1376510.0
20210402,1483800.0
20210406,1897990.0
20210407,943410.0
20210408,-309350.0
20210409,1650780.0
20210412,-151390.0
20210413,169000.0
20210414,-639630.0
20210415,-79110.0
20210416,217170.0
20210419,-2027330.0
20210420,129680.0
20210421,590930.0
20210422,-514980.0
20210423,-1015180.0
20210426,752960.0
20210427,1899570.0
20210428,-255990.0
20210429,-1828300.0
20210430,-1409690.0
20210506,-1544350.0
20210507,-4073400.0
20210510,139110.0
20210511,764680.0
20210512,-1201330.0
20210513,64040.0
20210514,-567920.0
20210517,-163530.0
20210518,772140.0
20210519,-602980.0
20210520,1003180.0
20210521,-481870.0
20210524,-3502920.0
20210525,94820.0
20210526,1079140.0
20210527,2789840.0
20210528,2170880.0
20210531,1746290.0
20210601,172840.0
20210602,-2215130.0
20210603,-468760.0
20210604,-637150.0
20210607,246380.0
20210608,-2711010.0
20210609,314480.0
20210610,727230.0
20210611,78640.0
20210615,591520.0
20210616,183130.0
20210617,1854720.0
20210618,-2748850.0
20210621,-926440.0
20210622,696560.0
20210623,2322860.0
20210624,-124740.0
