trade_date,main_net_in,buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,buy_sm_vol,sell_sm_vol,buy_md_vol,sell_md_vol,buy_lg_vol,sell_lg_vol,buy_elg_vol,sell_elg_vol
20190102,-4892530.0,10988730.0,6673880.0,10376360.0,9496930.0,7536060.0,9123340.0,1311090.0,4616340.0,30749000.0,18650000.0,29023000.0,26559000.0,21065000.0,25534000.0,3667000.0,12918000.0
20190103,-3858220.0,9711960.0,6682510.0,10704120.0,9717260.0,7339390.0,9656990.0,2608960.0,4149580.0,27184000.0,18688000.0,29936000.0,27172000.0,20494000.0,27023000.0,7275000.0,11570000.0
20190104,1662420.0,13646930.0,15334800.0,18800970.0,19333680.0,15175410.0,14473830.0,4424380.0,3463540.0,38328000.0,42791000.0,52614000.0,54117000.0,42307000.0,40620000.0,12318000.0,9615000.0
20190107,328720.0,16573250.0,18127450.0,22574100.0,21988360.0,21567400.0,20843530.0,14249460.0,14644610.0,44450000.0,48475000.0,60564000.0,58904000.0,57685000.0,55848000.0,38043000.0,39230000.0
20190108,-6544260.0,13405100.0,7551290.0,12596780.0,11026920.0,11586220.0,13148180.0,1343090.0,6325390.0,36055000.0,20285000.0,33871000.0,29621000.0,31147000.0,35373000.0,3627000.0,17056000.0
20190109,1196570.0,13747330.0,13843750.0,16689610.0,17720000.0,13507810.0,15622470.0,6967480.0,3656250.0,36739000.0,36931000.0,44573000.0,47315000.0,36051000.0,41708000.0,18538000.0,9761000.0
20190110,-11988000.0,15831260.0,7015330.0,16233480.0,12150770.0,9534590.0,16359460.0,1203750.0,6366880.0,43040000.0,19066000.0,44087000.0,33033000.0,25919000.0,44450000.0,3269000.0,17306000.0
20190111,130230.0,11844600.0,6665320.0,12523320.0,17832810.0,8316980.0,7840300.0,1788490.0,2134940.0,32616000.0,18334000.0,34462000.0,49078000.0,22877000.0,21578000.0,4912000.0,5877000.0
20190114,-8178620.0,20252000.0,6589810.0,17622960.0,23106530.0,10688660.0,12430360.0,1825750.0,8262670.0,57381000.0,18586000.0,49840000.0,65386000.0,30298000.0,35162000.0,5210000.0,23595000.0
20190115,3784310.0,9950770.0,11615790.0,12678460.0,14797750.0,11048050.0,9660360.0,3899220.0,1502600.0,28256000.0,32896000.0,35984000.0,41939000.0,31294000.0,27434000.0,11006000.0,4271000.0
20190116,6323410.0,17481160.0,21224890.0,24524020.0,27103710.0,21901240.0,24047970.0,15289810.0,6819670.0,47666000.0,57771000.0,66847000.0,73827000.0,59623000.0,65355000.0,41329000.0,18511000.0
20190117,-4123910.0,12914760.0,8414740.0,13377140.0,13753260.0,9208110.0,8870610.0,1634350.0,6095760.0,35714000.0,23253000.0,36974000.0,37994000.0,25451000.0,24526000.0,4513000.0,16879000.0
20190118,1889610.0,10646130.0,11112240.0,12645380.0,14068870.0,9867080.0,9680780.0,3441640.0,1738330.0,29561000.0,30756000.0,35038000.0,38963000.0,27313000.0,26860000.0,9483000.0,4817000.0
20190121,22057870.0,13922870.0,27850900.0,22390280.0,30520110.0,23705940.0,16389240.0,18990640.0,4249470.0,37333000.0,74508000.0,60059000.0,81780000.0,63478000.0,43866000.0,50624000.0,11339000.0
20190122,-6359960.0,14759470.0,10321460.0,18119920.0,16197970.0,12626780.0,14487390.0,3249320.0,7748670.0,39373000.0,27510000.0,48304000.0,43182000.0,33667000.0,38631000.0,8654000.0,20673000.0
20190123,-1193880.0,7898710.0,7709660.0,10347630.0,9342800.0,8138510.0,10847990.0,4197290.0,2681690.0,21205000.0,20663000.0,27762000.0,25048000.0,21811000.0,29108000.0,11238000.0,7196000.0
20190124,16265640.0,19640260.0,31416390.0,31837920.0,36327440.0,33524040.0,24151330.0,19998140.0,13105210.0,50789000.0,81213000.0,82284000.0,93994000.0,86537000.0,62363000.0,51640000.0,33681000.0
20190125,-2905100.0,15732500.0,13448830.0,20469140.0,19847720.0,14235080.0,18367590.0,7563670.0,6336260.0,40703000.0,34698000.0,52882000.0,51252000.0,36750000.0,47450000.0,19453000.0,16388000.0
20190128,2079400.0,11461480.0,12790160.0,15928360.0,16679070.0,12009110.0,10786580.0,4581070.0,3724200.0,29598000.0,32931000.0,41068000.0,42962000.0,30902000.0,27818000.0,11739000.0,9596000.0
20190129,-5036620.0,15822470.0,10449990.0,16299410.0,16635260.0,11203650.0,13512670.0,4096940.0,6824540.0,42110000.0,27719000.0,43354000.0,44194000.0,29788000.0,36002000.0,10889000.0,18227000.0
20190130,-3716400.0,11395050.0,8379630.0,12303960.0,11602980.0,7187380.0,9883810.0,1369730.0,2389700.0,30164000.0,22089000.0,32523000.0,30652000.0,18998000.0,26216000.0,3638000.0,6365000.0
20190131,8615460.0,12542700.0,18182020.0,18240620.0,21216760.0,19407450.0,13935200.0,7804740.0,4661530.0,32755000.0,47359000.0,47589000.0,55301000.0,50517000.0,36346000.0,20305000.0,12161000.0
20190201,6748500.0,14485260.0,18402580.0,18955170.0,21786340.0,21762690.0,17217410.0,11166410.0,8963190.0,37798000.0,47554000.0,49304000.0,56481000.0,56335000.0,44763000.0,28721000.0,23359000.0
20190211,16048780.0,9751980.0,17957680.0,21646180.0,29489250.0,32150830.0,24823850.0,14725380.0,6003580.0,24029000.0,44266000.0,53358000.0,72620000.0,79199000.0,61120000.0,36173000.0,14753000.0
20190212,743760.0,12420210.0,12509180.0,26157300.0,26812080.0,22286630.0,23892360.0,8968970.0,6619480.0,30231000.0,30393000.0,63664000.0,65212000.0,54196000.0,58128000.0,21793000.0,16151000.0
20190213,6159050.0,18109960.0,19108710.0,32100510.0,37260810.0,34489140.0,35498150.0,20104160.0,12936100.0,42641000.0,44867000.0,75475000.0,87556000.0,81057000.0,83474000.0,47186000.0,30462000.0
20190214,10204240.0,8359830.0,12782640.0,18039610.0,23821040.0,24752620.0,20729060.0,11605460.0,5424780.0,19642000.0,29965000.0,42365000.0,55870000.0,58035000.0,48636000.0,27189000.0,12760000.0
20190215,-4168380.0,12341930.0,9279320.0,20857610.0,19751840.0,22192990.0,22636770.0,5454630.0,9179230.0,28988000.0,21713000.0,48907000.0,46265000.0,51998000.0,53082000.0,12794000.0,21626000.0
