trade_date,main_net_in
20190102,-239130.0
20190103,-332040.0
20190104,-868190.0
20190107,3424020.0
20190108,-1051840.0
20190109,620640.0
20190110,375920.0
20190111,82800.0
20190114,-2495510.0
20190115,-642220.0
20190116,-1960660.0
20190117,-397700.0
20190118,1220640.0
20190121,-562570.0
20190122,-2912170.0
20190123,-2521750.0
20190124,127260.0
20190125,-2634390.0
20190128,-3524230.0
20190129,-2062500.0
20190130,-1283010.0
20190131,144350.0
20190201,-70870.0
20190211,-241710.0
20190212,-46230.0
20190213,1358140.0
20190214,-814270.0
20190215,126150.0
20190218,-226040.0
20190219,2761950.0
20190220,-1017570.0
20190221,-522120.0
20190222,4894070.0
20190225,-3132670.0
20190226,5441030.0
20190227,-2378990.0
20190228,2127840.0
20190301,549960.0
20190304,-286430.0
20190305,3944440.0
20190306,-7209140.0
20190307,-3807980.0
20190308,1671590.0
20190311,1376090.0
20190312,578300.0
20190313,-1776230.0
20190314,-973660.0
20190315,-1764940.0
20190318,-3263020.0
20190319,-1141270.0
20190320,-576870.0
20190321,1546750.0
20190322,1089080.0
20190325,-1974970.0
20190326,-3975980.0
20190327,-1431170.0
20190328,8800.0
20190329,-608850.0
20190401,5585770.0
20190402,172460.0
20190403,-10046200.0
20190404,-2243790.0
20190408,-7835980.0
20190409,-4271800.0
20190410,-685960.0
20190411,-2668910.0
20190412,-2943040.0
20190415,-1605460.0
20190416,5961650.0
20190417,-5521260.0
20190418,914140.0
20190419,-254440.0
20190422,-499320.0
20190423,-6341810.0
20190424,8207890.0
20190425,-8079770.0
20190426,12458440.0
20190429,-18282800.0
20190430,-3605770.0
20190506,-2222830.0
20190507,-831930.0
20190508,-1742130.0
20190509,27420.0
20190510,1583150.0
20190513,2184960.0
20190514,-1706020.0
20190515,-1268090.0
20190516,-2515190.0
20190517,-330970.0
20190520,-1300270.0
20190521,-29350.0
20190522,8247470.0
20190523,-14876430.0
20190524,-1832780.0
20190527,2872710.0
20190528,-5485450.0
20190529,473420.0
20190530,-4164810.0
20190531,11890710.0
20190603,-17685720.0
20190604,-7165870.0
20190605,860500.0
20190606,-6231090.0
20190610,1015770.0
20190611,178040.0
20190612,574660.0
20190613,532700.0
20190614,-5794270.0
20190617,-1345790.0
20190618,-788650.0
20190619,4827630.0
20190620,-1114130.0
20190621,205510.0
20190624,-958840.0
20190625,-2082850.0
20190626,-1744870.0
20190627,3501130.0
20190628,-6497920.0
20190701,3402790.0
20190702,-1859070.0
20190703,-6595570.0
20190704,-4124080.0
20190705,-584040.0
20190708,-5273890.0
20190709,337940.0
20190710,-179950.0
20190711,-4545230.0
20190712,22810.0
20190715,-907730.0
20190716,-306020.0
20190717,-1452520.0
20190718,-893010.0
20190719,-541380.0
20190722,-1258220.0
20190723,-245200.0
20190724,491450.0
20190725,-12820.0
20190726,14840.0
20190729,-1193310.0
20190730,1387620.0
20190731,-780120.0
20190801,-697330.0
20190802,-1813710.0
20190805,915250.0
20190806,-812730.0
20190807,-1185620.0
20190808,698630.0
20190809,-1333480.0
20190812,477650.0
20190813,-683310.0
20190814,-384560.0
20190815,-183700.0
20190816,-73890.0
20190819,2284710.0
